gene_id	gene_type	position	description	gene_symbol
mmu:16174	CDS	1:40554548..40590867	Il18rap, AcPL, IL-18R-beta, IL-18RAcP, IL-18Rbeta, IL-1RAcPL; interleukin 18 receptor accessory protein	Il18rap
mmu:110895	CDS	1:40619146..40670188	Slc9a4, D730009J23Rik, NHE4; solute carrier family 9 (sodium/hydrogen exchanger), member 4	Slc9a4
mmu:226999	CDS	1:40720872..40808045	Slc9a2, 2210416H12Rik, 4932415O19Rik, NHE-2, NHE2; solute carrier family 9 (sodium/hydrogen exchanger), member 2	Slc9a2
mmu:211798	CDS	1:complement(40811200..40829817)	Mfsd9, 4931419K03Rik; major facilitator superfamily domain containing 9	Mfsd9
mmu:381339	CDS	1:40844738..40896047	Tmem182, 2310079P10Rik; transmembrane protein 182	Tmem182
mmu:18993	CDS	1:42734928..42739370	Pou3f3, Brn-1, Brn1, HST011, Otf8, Skin1, urehr2; POU domain, class 3, transcription factor 3	Pou3f3
mmu:69527	CDS	1:42890393..42944843	Mrps9, 2310002A08Rik, Mrp-S9, S9mt, mg637; mitochondrial ribosomal protein S9	Mrps9
mmu:115485781	ncRNA	1:complement(42905845..42905978)	Gm23126; predicted gene, 23126	Gm23126
mmu:93690	CDS	1:42992032..43074611	Gpr45, 9230112G11Rik, PSP24-1, PSP24-alpha; G protein-coupled receptor 45	Gpr45
mmu:73122	CDS	1:complement(43086360..43137788)	Tgfbrap1, 3110018K12Rik, Trap1; transforming growth factor, beta receptor associated protein 1	Tgfbrap1
mmu:98404	CDS	1:43137870..43155106	expressed sequence AI597479	
mmu:14200	CDS	1:complement(43162233..43237501)	Fhl2, FHL-2, SLIM-3, SLIM3; four and a half LIM domains 2	Fhl2
mmu:17974	CDS	1:43484643..43609678	Nck2, 4833426I10Rik, Grb4, NCKbeta, Nck-2; non-catalytic region of tyrosine kinase adaptor protein 2	Nck2
mmu:78896	CDS	1:43769762..43781724	Ecrg4, 1500015O10Rik; ECRG4 augurin precursor	Ecrg4
mmu:67883	CDS	1:complement(43786121..43866999)	Uxs1, 1600025I13Rik; UDP-glucuronate decarboxylase 1	Uxs1
mmu:22019	CDS	1:43973130..44042160	Tpp2, TPP-2, TppII; tripeptidyl peptidase II	Tpp2
mmu:433294	CDS	1:complement(44048559..44081745)	Mettl21c, A530098C11Rik; methyltransferase 21C, AARS1 lysine	Mettl21c
mmu:102636082	CDS	1:complement(44095031..44118906)	Ccdc168, EG666713, Gm8251; coiled-coil domain containing 168	Ccdc168
mmu:75623	CDS	1:complement(44125773..44141650)	Tex30, 1700029F09Rik, 3110030D08Rik; testis expressed 30	Tex30
mmu:72050	CDS	1:complement(44143060..44158844)	Poglut2, 1810049A15Rik, 5730416C13Rik, EP58, Kdel1, Kdelc1; protein O-glucosyltransferase 2	Poglut2
mmu:246229	CDS	1:44158032..44183931	Bivm; basic, immunoglobulin-like variable motif containing	Bivm
mmu:22592	CDS	1:44184084..44220399	Ercc5, Xpg; excision repair cross-complementing rodent repair deficiency, complementation group 5	Ercc5
mmu:403183	CDS	1:complement(44238651..44258260)	Mettl21e, 4832428D23Rik, Gm991; methyltransferase like 21E	Mettl21e
mmu:70676	CDS	1:44590540..44835998	Gulp1, 3110030A04Rik, 5730529O06Rik, CED-6, Ced6, GULP, Gulp-2; GULP, engulfment adaptor PTB domain containing 1	Gulp1
mmu:12825	CDS	1:45350698..45388866	Col3a1, Col3a-1, Tsk-2, Tsk2; collagen, type III, alpha 1	Col3a1
mmu:12832	CDS	1:complement(45413491..45542442)	Col5a2, 1110014L14Rik; collagen, type V, alpha 2	Col5a2
mmu:115487596	ncRNA	1:complement(45724616..45724722)	Gm23216; predicted gene, 23216	Gm23216
mmu:115487651	ncRNA	1:45786055..45786185	Gm23974; predicted gene, 23974	Gm23974
mmu:73674	CDS	1:45834313..45862798	Wdr75, 1300003A18Rik, 2410118I19Rik; WD repeat domain 75	Wdr75
mmu:53945	CDS	1:complement(45947230..45965690)	Slc40a1, Dusg, Fpn1, IREG1, MTP, MTP1, Ol5, Pcm, Slc11a3, Slc39a1; solute carrier family 40 (iron-regulated transporter), member 1	Slc40a1
mmu:227058	CDS	1:46105232..46412711	Dnah7b, Dnahc7b, Gm107; dynein, axonemal, heavy chain 7B	Dnah7b
mmu:115487577	rRNA	1:46413357..46413475	n-R5s211; nuclear encoded rRNA 5S 211	n-R5s211
mmu:100101919	CDS	1:46464590..46846637	Dnah7c, Dnahc7c; dynein, axonemal, heavy chain 7C	Dnah7c
mmu:227059	CDS	1:complement(46846704..46964952)	Slc39a10, 2900042E17Rik, 5430433I10, Zip10, mKIAA1265; solute carrier family 39 (zinc transporter), member 10	Slc39a10
mmu:102466969	miRNA	1:complement(47506180..47506284)	Mir6350, Gm27958, mmu-mir-6350; microRNA 6350	Mir6350
mmu:56363	CDS	1:50951946..51226429	Tmeff2, 4832418D20Rik, 7630402F16Rik, TR-2; transmembrane protein with EGF-like and two follistatin-like domains 2	Tmeff2
mmu:20324	CDS	1:51328285..51342119	Cavin2, Sdpr; caveolae associated 2	Cavin2
mmu:109019	CDS	1:complement(51504127..51517634)	Nabp1, 4930434H03Rik, 4930442A21Rik, 4930488J04Rik, 4933440J18Rik, 5830411E10Rik, Nbp1, Obfc2a, Ssb2; nucleic acid binding protein 1	Nabp1
mmu:17912	CDS	1:complement(51788915..51955143)	Myo1b, MIH-L, MMIa; myosin IB	Myo1b
mmu:20849	CDS	1:52026265..52146348	Stat4; signal transducer and activator of transcription 4	Stat4
mmu:20846	CDS	1:52158588..52201024	Stat1, 2010005J02Rik; signal transducer and activator of transcription 1	Stat1
mmu:14660	CDS	1:complement(52202608..52274168)	Gls, 6330442B14, B230365M23Rik; glutaminase	Gls
mmu:115487589	ncRNA	1:complement(52483595..52483703)	Gm23460; predicted gene, 23460	Gm23460
mmu:17936	CDS	1:complement(52494146..52539553)	Nab1; Ngfi-A binding protein 1	Nab1
mmu:227094	CDS	1:52669850..52691078	Nemp2, 5330401P04Rik, 9830163O08, Tmem194b; nuclear envelope integral membrane protein 2	Nemp2
mmu:98682	CDS	1:complement(52695463..52766495)	Mfsd6, 2210010L05Rik, 9630025I22Rik, MMR2; major facilitator superfamily domain containing 6	Mfsd6
mmu:16329	CDS	1:complement(52824584..52856847)	Inpp1, 2300002C06Rik; inositol polyphosphate-1-phosphatase	Inpp1
mmu:227095	CDS	1:52884197..52960145	Hibch, 2610509I15Rik, HIBYL-COA-H; 3-hydroxyisobutyryl-Coenzyme A hydrolase	Hibch
mmu:67080	CDS	1:complement(52961483..53031816)	1700019D03Rik, 2410136C24Rik, smAKAP; RIKEN cDNA 1700019D03 gene	1700019D03Rik
mmu:17700	CDS	1:53100799..53107238	Mstn, Cmpt, Gdf8; myostatin	Mstn
mmu:69397	CDS	1:complement(53197732..53226923)	1700019A02Rik; RIKEN cDNA 1700019A02 gene	1700019A02Rik
mmu:227099	CDS	1:complement(53225794..53336190)	Pms1; PMS1 homolog 1, mismatch repair system component	Pms1
mmu:227102	CDS	1:53336254..53349404	Ormdl1, C730042F17Rik; ORM1-like 1 (S. cerevisiae)	Ormdl1
mmu:72085	CDS	1:53352070..53365502	Osgepl1, 2610001M19Rik; O-sialoglycoprotein endopeptidase-like 1	Osgepl1
mmu:70396	CDS	1:complement(53383776..53391911)	Asnsd1, 2210409M21Rik; asparagine synthetase domain containing 1	Asnsd1
mmu:110599589	CDS	1:complement(53387488..53391911)	Asdurf, ASNSD1-SEP, Asnsd1, Gm50478; Asnsd1 upstream reading frame	Asdurf
mmu:627872	CDS	1:complement(53436154..53746456)	Dnah7a, Dnahc7, Dnahc7a, Gm992; dynein, axonemal, heavy chain 7A	Dnah7a
mmu:98267	CDS	1:complement(53794671..53824374)	Stk17b, 3110009A03Rik, Drak2; serine/threonine kinase 17b (apoptosis-inducing)	Stk17b
mmu:329152	CDS	1:complement(53846031..54234193)	Hecw2, A730039N16Rik, D030049F17Rik, Gm971, Nedl2, mKIAA1301; HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	Hecw2
mmu:102465783	miRNA	1:53888583..53888654	Mir7681, Gm27806, mmu-mir-7681; microRNA 7681	Mir7681
mmu:115487701	ncRNA	1:complement(54288261..54288367)	Gm25829; predicted gene, 25829	Gm25829
mmu:78016	CDS	1:54289820..54407893	Ccdc150, 4930511H11Rik; coiled-coil domain containing 150	Ccdc150
mmu:98488	CDS	1:complement(54435036..54478185)	Gtf3c3, TF3C-gamma, TFIIIC102; general transcription factor IIIC, polypeptide 3	Gtf3c3
mmu:102637189	CDS	1:complement(54481731..54495945)	Gm34066, C1H2orf66; predicted gene, 34066	Gm34066
mmu:241062	CDS	1:complement(54512159..54596843)	Pgap1, 5033403E17Rik, 9030223K07Rik, A530084K22, D230012E17Rik, oto; post-GPI attachment to proteins 1	Pgap1
mmu:329154	CDS	1:complement(54684499..54968142)	Ankrd44, 4930444A19Rik, A130096K20, E130014H08Rik, PP6-ARS-B; ankyrin repeat domain 44	Ankrd44
mmu:81898	CDS	1:complement(55024328..55066660)	Sf3b1, 155kDa, 2810001M05Rik, Prp10, SAP155, SF3b155, TA-8, Targ4; splicing factor 3b, subunit 1	Sf3b1
mmu:67876	CDS	1:55091929..55111861	Coq10b, 1500041J02Rik, 1700030I21Rik, 9530077A17Rik; coenzyme Q10B	Coq10b
mmu:15510	CDS	1:complement(55116992..55127402)	Hspd1, 60kDa, CPN60, HSP-60, HSP-65, Hsp60; heat shock protein 1 (chaperonin)	Hspd1
mmu:15528	CDS	1:55127307..55130476	Hspe1, 10kDa, Hsp10, mt-cpn10; heat shock protein 1 (chaperonin 10)	Hspe1
mmu:19070	CDS	1:55170404..55194058	Mob4, 2610109B12Rik, Mobkl3, Phocn, Prei3; MOB family member 4, phocein	Mob4
mmu:74013	CDS	1:complement(55209318..55267128)	Rftn2, 2700010E02Rik, 3222401M22Rik; raftlin family member 2	Rftn2
mmu:212679	CDS	1:55276336..55279217	Mars2, C730026E21Rik, MetRS; methionine-tRNA synthetase 2 (mitochondrial)	Mars2
mmu:75388	CDS	1:complement(55282725..55402948)	Boll, 4930554P13Rik, 4930597B14Rik; boule homolog, RNA binding protein	Boll
mmu:101055993	CDS	1:complement(55409172..55409486)	Btf3-ps17, Gm29138; basic transcription factor 3, pseudogene 17	Btf3-ps17
mmu:227120	CDS	1:55442722..55793444	Plcl1, C230017K02Rik, PLC-L, PLC-L1, PLCE, PLCL, PLDL1, PRIP, PRIP-1; phospholipase C-like 1	Plcl1
mmu:71066	CDS	1:complement(56675203..56676610)	Hsfy2, 4933413G11Rik, Hspy2l; heat shock transcription factor, Y-linked 2	Hsfy2
mmu:212712	CDS	1:complement(56833145..57019350)	Satb2, BAP002, mKIAA1034; special AT-rich sequence binding protein 2	Satb2
mmu:73467	CDS	1:57416755..57424587	1700066M21Rik; RIKEN cDNA 1700066M21 gene	1700066M21Rik
mmu:68736	CDS	1:complement(57427394..57445833)	Tyw5, 1110034B05Rik; tRNA-yW synthesizing protein 5	Tyw5
mmu:68115	CDS	1:57445425..57457112	Maip1, 9430016H08Rik; matrix AAA peptidase interacting protein 1	Maip1
mmu:115485777	ncRNA	1:complement(57461403..57461532)	Gm22371; predicted gene, 22371	Gm22371
mmu:115487664	ncRNA	1:complement(57622090..57622231)	Gm57573; predicted gene, 57573	Gm57573
mmu:67198	CDS	1:57813261..57987557	Spats2l, 2810022L02Rik, A230104H11Rik; spermatogenesis associated, serine-rich 2-like	Spats2l
mmu:115487684	ncRNA	1:57904898..57904999	Gm57576; predicted gene, 57576	Gm57576
mmu:51960	CDS	1:complement(57994260..58009298)	Kctd18, 4932411A20Rik, 6530404F10Rik; potassium channel tetramerisation domain containing 18	Kctd18
mmu:68549	CDS	1:58024499..58065436	Sgo2a, 1110007N04Rik, 4932411A20Rik, 5730576N04Rik, D1Ertd8e, Sgol2, Sgol2a, Tripin; shugoshin 2A	Sgo2a
mmu:11761	CDS	1:58068963..58145569	Aox1, Ao, Aox-1, Aox-2, Aox2, Moro, Ro; aldehyde oxidase 1	Aox1
mmu:71724	CDS	1:58152294..58241380	Aox3, 1200011D03Rik, Aoh1, Aoh2; aldehyde oxidase 3	Aox3
mmu:71872	CDS	1:58249556..58307759	Aox4, 2310003G12Rik, Aoh2; aldehyde oxidase 4	Aox4
mmu:213043	CDS	1:58317485..58418423	Aox2, Aoh3, Aox3l1; aldehyde oxidase 2	Aox2
mmu:118567643	CDS	1:complement(58430926..58433130)	Gm53481; predicted gene, 53481	Gm53481
mmu:66882	CDS	1:58432057..58446513	Bzw1, 1200015E15Rik, mKIAA0005; basic leucine zipper and W2 domains 1	Bzw1
mmu:12747	CDS	1:complement(58451147..58463247)	Clk1, STY; CDC-like kinase 1	Clk1
mmu:70225	CDS	1:complement(58470152..58484878)	Ppil3, 2310076N22Rik, 2510026K04Rik, Cyp10l; peptidylprolyl isomerase (cyclophilin)-like 3	Ppil3
mmu:65102	CDS	1:58484310..58501435	Nif3l1, 1110030G24Rik; Ngg1 interacting factor 3-like 1 (S. pombe)	Nif3l1
mmu:18393	CDS	1:complement(58501933..58544114)	Orc2, Orc2l; origin recognition complex, subunit 2	Orc2
mmu:115487580	ncRNA	1:complement(58505674..58505780)	Gm23966; predicted gene, 23966	Gm23966
mmu:213056	CDS	1:complement(58561965..58625492)	Hycc2, C130065N10Rik, D1Ertd53e, D630010C10, Fam126b; hyccin PI4KA lipid kinase complex subunit 2	Hycc2
mmu:66495	CDS	1:58625556..58635123	Ndufb3, 2700033I16Rik, CI-B12; NADH:ubiquinone oxidoreductase subunit B3	Ndufb3
mmu:108812	CDS	1:complement(58696085..58735167)	Flacc1, 4933405P16Rik, 4933425F06Rik, Als2cr12; flagellum associated containing coiled-coil domains 1	Flacc1
mmu:12633	CDS	1:58750353..58798043	Cflar, 2310024N18Rik, A430105C05Rik, CLARP, Cash, Casper, FLAME, FLAME-1, Flip, Gm9845, I-FLICE, MRIT, c-Flip; CASP8 and FADD-like apoptosis regulator	Cflar
mmu:12370	CDS	1:58834553..58886663	Casp8, CASP-8, FLICE, MACH, Mch5; caspase 8	Casp8
mmu:101056017	CDS	1:complement(58888950..58935864)	Gm28802; predicted gene 28802	Gm28802
mmu:70827	CDS	1:complement(58939608..59013509)	Trak2, 2900022D04Rik, 4733401O11Rik, Als2cr3, CALS-C, GRIF-1, GRIF1, OIP98, mKIAA0549; trafficking protein, kinesin binding 2	Trak2
mmu:227154	CDS	1:59012681..59034281	Stradb, Als2cr2, B830008M19, D1Ucla2, ILPIP, ILPIPA, PRO1038, Papk, Syradb; STE20-related kinase adaptor beta	Stradb
mmu:73463	CDS	1:complement(59036275..59134283)	C2cd6, 1700052H20Rik, 4930408G06Rik, Als2cr11, Als2cr11b, C2cd6b, Gm33589; C2 calcium dependent domain containing 6	C2cd6
mmu:115485774	ncRNA	1:59110147..59110277	Gm25502; predicted gene, 25502	Gm25502
mmu:381259	CDS	1:complement(59139743..59159567)	Tmem237, Als2cr4, Gm972; transmembrane protein 237	Tmem237
mmu:227157	CDS	1:complement(59160094..59202548)	Mpp4, Dlg6; membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	Mpp4
mmu:74018	CDS	1:complement(59201915..59276390)	Als2, 3222402C23Rik, 9430073A21Rik, Als2cr6, Alsin, mKIAA1563; alsin Rho guanine nucleotide exchange factor	Als2
mmu:271697	CDS	1:59296029..59391656	Cdk15, Als2cr7, Pftk2; cyclin dependent kinase 15	Cdk15
mmu:14369	CDS	1:59521306..59526114	Fzd7, Fz7; frizzled class receptor 7	Fzd7
mmu:381260	CDS	1:59555423..59678664	Gm973; predicted gene 973	Gm973
mmu:22218	CDS	1:complement(59678593..59709993)	Sumo1, GMP1, PIC1, SENTRIN, SMT3, SMT3H3, SMTP3, SUMO-1, Smt3C, Ubl1; small ubiquitin-like modifier 1	Sumo1
mmu:55989	CDS	1:59724165..59751352	Nop58, MSSP, Nol5, SIK, nop5; NOP58 ribonucleoprotein	Nop58
mmu:100217459	ncRNA	1:59731117..59731169	Snord70, MBII-234, snoRNA234; small nucleolar RNA, C/D box 70	Snord70
mmu:115485825	ncRNA	1:59731668..59731751	Gm26293; predicted gene, 26293	Gm26293
mmu:115487683	ncRNA	1:59743417..59743497	Gm26287; predicted gene, 26287	Gm26287
mmu:100217421	ncRNA	1:59743967..59744029	Snord11, MBII-95; small nucleolar RNA, C/D box 11	Snord11
mmu:12168	CDS	1:59802721..59917240	Bmpr2, 2610024H22Rik, BMP-2, BMPR-2, BMPR-II, BMPRII, BRK-3, Gm20272; bone morphogenetic protein receptor type 2	Bmpr2
mmu:72750	CDS	1:59952165..60024507	Fam117b, 2810425F24Rik, 6330416D14Rik, Als2cr13; family with sequence similarity 117, member B	Fam117b
mmu:70375	CDS	1:complement(60024955..60082646)	Ica1l, 1700030B17Rik, Als2cr15, b2b3465Clo; islet cell autoantigen 1-like	Ica1l
mmu:57750	CDS	1:complement(60110520..60137659)	Wdr12, 4933402C23Rik, Ytm1, Ytm1p; WD repeat domain 12	Wdr12
mmu:241066	CDS	1:60137380..60193112	Carf, Als2cr8, ECBRC-FC1, ECBRC-FC2; calcium response factor	Carf
mmu:269198	CDS	1:60217910..60377487	Nbeal1, 2310076G13Rik, A530050O19Rik, A530083I02Rik, ALS2CR17; neurobeachin like 1	Nbeal1
mmu:77951	CDS	1:60382459..60427219	Cyp20a1, A930011N14Rik, Cypm; cytochrome P450, family 20, subfamily a, polypeptide 1	Cyp20a1
mmu:329165	CDS	1:60444927..60521104	Abi2, 8430425M24Rik, AblBP3, ArgBP1, C130078H13; abl interactor 2	Abi2
mmu:77300	CDS	1:complement(60509997..60606233)	Raph1, 9430025M21Rik, C730009O10Rik, Lpd; Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	Raph1
mmu:100042533	CDS	1:complement(60630579..60633062)	Gm11578; predicted gene 11578	Gm11578
mmu:12487	CDS	1:60785547..60812521	Cd28; CD28 antigen	Cd28
mmu:12477	CDS	1:60948184..60954991	Ctla4, Cd152, Ctla-4, Ly-56; cytotoxic T-lymphocyte-associated protein 4	Ctla4
mmu:54167	CDS	1:60999909..61039481	Icos, AILIM, CCLP, CRP-1, H4, Ly115; inducible T cell co-stimulator	Icos
mmu:72823	CDS	1:61677825..62681443	Pard3b, 1810008K04Rik, 2010002N16Rik, 2810455B10Rik, Als2cr19, PAR3B, PAR3L, PAR3beta; par-3 family cell polarity regulator beta	Pard3b
mmu:18187	CDS	1:62742476..62857851	Nrp2, 1110048P06Rik, Np-2, Np2, Npn-2, Npn2; neuropilin 2	Nrp2
mmu:227195	CDS	1:complement(63086960..63153693)	Ino80d, 7330405I11, A430093A21Rik; INO80 complex subunit D	Ino80d
mmu:227197	CDS	1:complement(63182751..63215981)	Ndufs1, 5830412M15Rik, 9930026A05Rik; NADH:ubiquinone oxidoreductase core subunit S1	Ndufs1
mmu:55949	CDS	1:63215990..63219645	Eef1b2, 2810017J07Rik, EF-1-beta, Eef1b; eukaryotic translation elongation factor 1 beta 2	Eef1b2
mmu:115487641	ncRNA	1:63217836..63217913	Gm26457; predicted gene, 26457	Gm26457
mmu:100217464	ncRNA	1:63218182..63218294	Snora41, MBI-83; small nucleolar RNA, H/ACA box 41	Snora41
mmu:241070	CDS	1:complement(63221737..63253714)	Cmklr2, Gpr1; chemerin chemokine-like receptor 2	Cmklr2
mmu:73884	CDS	1:63239517..63353735	Zdbf2, 4930431J08Rik, 9330107J05Rik; zinc finger, DBF-type containing 2	Zdbf2
mmu:115487611	ncRNA	1:complement(63339439..63339542)	Gm23448; predicted gene, 23448	Gm23448
mmu:23792	CDS	1:63484880..63635263	Adam23, MDC3; a disintegrin and metallopeptidase domain 23	Adam23
mmu:115487614	ncRNA	1:complement(63614647..63614749)	Gm22281; predicted gene, 22281	Gm22281
mmu:105243944	CDS	1:63655127..63659980	Fam237a, Gm39653; family with sequence similarity 237, member A	Fam237a
mmu:241073	CDS	1:complement(63662010..63726086)	Dytn, Gm215; dystrotelin	Dytn
mmu:76668	CDS	1:complement(63726732..63769707)	Mdh1b, 1700124B08Rik; malate dehydrogenase 1B, NAD (soluble)	Mdh1b
mmu:75619	CDS	1:63769758..63792544	Fastkd2, 2810421I24Rik; FAST kinase domains 2	Fastkd2
mmu:93691	CDS	1:complement(64068607..64161504)	Klf7, 9830124P08Rik; Kruppel-like transcription factor 7 (ubiquitous)	Klf7
mmu:102466760	miRNA	1:complement(64081597..64081660)	Mir6899, Gm27384, mmu-mir-6899; microRNA 6899	Mir6899
mmu:12912	CDS	1:64571963..64643707	Creb1, 2310001E10Rik, 3526402H21Rik, Creb, Creb-1; cAMP responsive element binding protein 1	Creb1
mmu:67099	CDS	1:complement(64645632..64661926)	Mettl21a, 2310038H17Rik, Fam119a; methyltransferase 21A, HSPA lysine	Mettl21a
mmu:227210	CDS	1:64729963..64764805	Ccnyl1, 9630037P07Rik; cyclin Y-like 1	Ccnyl1
mmu:14367	CDS	1:complement(64769717..64776907)	Fzd5, 5330434N09Rik, Fz-5, Fz5, mFz5; frizzled class receptor 5	Fzd5
mmu:241075	CDS	1:complement(64828279..64995983)	Plekhm3, 9430067K14Rik, A230102O09Rik, DAPR, Plekhm1l; pleckstrin homology domain containing, family M, member 3	Plekhm3
mmu:115487676	ncRNA	1:complement(65040464..65040621)	Gm24788; predicted gene, 24788	Gm24788
mmu:70861	CDS	1:complement(65052237..65071918)	Akr1cl, 4921521F21Rik; aldo-keto reductase family 1, member C-like	Akr1cl
mmu:12968	CDS	1:complement(65087716..65090783)	Cryge, Cryg-2, Cryg-6, DGcry-2, Elo; crystallin, gamma E	Cryge
mmu:12967	CDS	1:complement(65101001..65102598)	Crygd, Aey4, Cryg-1, DGcry-1, Lop12; crystallin, gamma D	Crygd
mmu:12966	CDS	1:complement(65110684..65112691)	Crygc, Cryg-5; crystallin, gamma C	Crygc
mmu:12965	CDS	1:complement(65119381..65121449)	Crygb, Cryg-3, DGcry-3, Nop; crystallin, gamma B	Crygb
mmu:12964	CDS	1:complement(65139552..65142532)	Cryga, Cryg-4, DGcry-4, Secc; crystallin, gamma A	Cryga
mmu:98303	CDS	1:complement(65144443..65162509)	D630023F18Rik; RIKEN cDNA D630023F18 gene	D630023F18Rik
mmu:15926	CDS	1:complement(65197775..65225638)	Idh1, E030024J03Rik, Id-1, Idh-1, Idpc; isocitrate dehydrogenase 1 (NADP+), soluble	Idh1
mmu:18711	CDS	1:65225796..65317855	Pikfyve, 5230400C17Rik, Pip5k, Pip5k3, Pipk5k3, PipkIII, p235; phosphoinositide kinase, FYVE type zinc finger containing	Pikfyve
mmu:213527	CDS	1:65317921..65428784	Pth2r, Pthr2; parathyroid hormone 2 receptor	Pth2r
mmu:115487656	ncRNA	1:complement(65544152..65544294)	Gm57567; predicted gene, 57567	Gm57567
mmu:12969	CDS	1:65965681..65967470	Crygf, 3110001K11Rik, Cryg-2, DGcry-2, Len-2; crystallin, gamma F	Crygf
mmu:17756	CDS	1:66214337..66481742	Map2, G1-397-34, MAP-2, Mtap-2, Mtap2, repro4; microtubule-associated protein 2	Map2
mmu:115485824	ncRNA	1:66345048..66345184	Gm24729; predicted gene, 24729	Gm24729
mmu:329178	CDS	1:66507093..66738309	Unc80, C030018G13Rik, C230061B10Rik, UNC-80; unc-80, NALCN activator	Unc80
mmu:66646	CDS	1:66739957..66758964	Rpe, 2810429B02Rik, 5730518J08Rik; ribulose-5-phosphate-3-epimerase	Rpe
mmu:68691	CDS	1:complement(66758402..66856754)	Kansl1l, 1110028C15Rik, 1190030G24, C430010P07Rik, mKIAA4189; KAT8 regulatory NSL complex subunit 1-like	Kansl1l
mmu:11363	CDS	1:complement(66869998..66902468)	Acadl, LCAD; acyl-Coenzyme A dehydrogenase, long-chain	Acadl
mmu:102640707	CDS	1:complement(66888217..66888847)	Gm15793; predicted gene 15793	Gm15793
mmu:115487636	ncRNA	1:66895800..66895862	Gm27934; predicted gene, 27934	Gm27934
mmu:115485785	ncRNA	1:66905956..66906085	Gm25832; predicted gene, 25832	Gm25832
mmu:17901	CDS	1:complement(66963454..66987091)	Myl1, MLC1f, MLC3f, Mylf; myosin, light polypeptide 1	Myl1
mmu:14768	CDS	1:complement(67039676..67078049)	Lancl1, Gpr69, Gpr69a, p40; LanC (bacterial lantibiotic synthetase component C)-like 1	Lancl1
mmu:227231	CDS	1:67151294..67270426	Cps1, 4732433M03Rik, CPS, D1Ucla3; carbamoyl-phosphate synthetase 1	Cps1
mmu:115485776	ncRNA	1:67296383..67296511	Gm26342; predicted gene, 26342	Gm26342
mmu:13869	CDS	1:complement(68071063..69147756)	Erbb4, Her4, c-erbB-4; erb-b2 receptor tyrosine kinase 4	Erbb4
mmu:22779	CDS	1:complement(69570382..69726510)	Ikzf2, A730095J18Rik, Helios, Zfpn1a2, Znfn1a2; IKAROS family zinc finger 2	Ikzf2
mmu:66722	CDS	1:69866031..70764291	Spag16, 4921511D23Rik, 4930524F24Rik, 4930585K05Rik, Pf20, Wdr29; sperm associated antigen 16	Spag16
mmu:115487680	ncRNA	1:complement(69994163..69994288)	Gm23879; predicted gene, 23879	Gm23879
mmu:115487587	ncRNA	1:70635974..70636080	Gm23422; predicted gene, 23422	Gm23422
mmu:115487661	ncRNA	1:complement(70647506..70647650)	Gm57571; predicted gene, 57571	Gm57571
mmu:320460	CDS	1:70764471..70928097	Vwc2l, A830006F12Rik, Brl; von Willebrand factor C domain-containing protein 2-like	Vwc2l
